"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000116874"	496.943853277514	-0.399608639700847	0.119772594062353	-3.33639463041782	0.000848725947611756	0.0302740976338467
"ENSG00000143067"	275.565050748883	-0.562685507304657	0.118739511930174	-4.73882280765607	2.14963370594293e-06	0.000518875053655402
"ENSG00000092621"	740.187726524534	-0.730416955490921	0.139378438400641	-5.24053048572226	1.60115631983965e-07	6.38117745269192e-05
"ENSG00000274642"	96.31984372134	0.8351050047792	0.221218363840721	3.77502568177606	0.000159991179594941	0.0114720206021801
"ENSG00000265972"	3010.37534478263	-0.669044945019086	0.0975142789885743	-6.8609946354367	6.83827318382546e-12	8.73682648413481e-09
"ENSG00000226015"	128.744277272615	-0.610577803118588	0.195993539344455	-3.11529556107209	0.00183760680505917	0.0441762662494288
"ENSG00000117360"	928.663041293676	0.438767604310603	0.115439154836723	3.80085600012574	0.000144197086716403	0.0108764611567399
"ENSG00000143369"	367.988165387145	0.527667827249947	0.128411593761409	4.10919148180938	3.97046763347756e-05	0.00476931214708492
"ENSG00000143420"	2609.62010584578	0.572264208219769	0.171905548559286	3.32894553442764	0.000871754504176215	0.0306290945042313
"ENSG00000143434"	61.1408267139329	0.865162348596118	0.227451363028187	3.80372461645307	0.000142536630250764	0.0108764611567399
"ENSG00000159352"	2621.9288481079	0.47059763658539	0.133505774297842	3.524923465374	0.000423605159041627	0.0203185901200376
"ENSG00000143436"	547.422245301409	0.532431986399977	0.136699748423038	3.89490099683494	9.82388466068813e-05	0.00908321546192836
"ENSG00000143545"	443.980524552319	1.00519948679651	0.200416494465351	5.01555268431408	5.28812310988269e-07	0.000168907459514299
"ENSG00000143590"	19.9174416002992	1.95930406256944	0.634377878859768	3.08854411205368	0.00201139830401555	0.0458899216958353
"ENSG00000176444"	1015.1528185965	0.339350852959199	0.0962667626777288	3.52510922274638	0.00042330821752597	0.0203185901200376
"ENSG00000162734"	653.247525772452	0.689918933819638	0.198960122536894	3.4676241903284	0.000525081051860819	0.0226856377998769
"ENSG00000224261"	262.485895727154	-1.81562700251526	0.222265472678452	-8.16873165514961	3.11648497991186e-16	7.29984665128021e-13
"ENSG00000143256"	845.476727548566	0.501882779787663	0.154392504214694	3.25069395266597	0.0011512371316738	0.0354813303696131
"ENSG00000143222"	964.611112567618	0.377446983927183	0.117023167743305	3.22540391963349	0.00125795051543615	0.0370633889810056
"ENSG00000158887"	90.3851165183631	1.10144006546291	0.288128278775642	3.82274197500958	0.000131975861770155	0.010678340676829
"ENSG00000215835"	13.3527651784804	2.39246226619314	0.669426112045693	3.57390042477136	0.000351702724026537	0.0184991796775763
"ENSG00000213064"	2465.90631691358	-0.351218346708656	0.0987552358085357	-3.55645291951497	0.000375895807283071	0.0192804367721032
"ENSG00000198756"	883.060542978593	-0.555925045520909	0.0903112142450484	-6.15565907476866	7.47659061936056e-10	6.1809414449702e-07
"ENSG00000198860"	1922.02994412565	-0.48312322657841	0.14247948598192	-3.39082656881369	0.000696821814350994	0.0266842882258552
"ENSG00000135842"	1333.77601513322	-0.416883391903591	0.0883075987005612	-4.72080996469154	2.34907333602479e-06	0.000524029788325276
"ENSG00000121486"	1305.64969939269	-0.537898700257844	0.167505429676229	-3.21123142872172	0.00132167448239043	0.0377198141816225
"ENSG00000231767"	63.211841268016	-0.758075314789413	0.216813276319779	-3.49644324211643	0.000471504787442703	0.0216283133604441
"ENSG00000143862"	131.815432429057	0.80936195175583	0.215851236246778	3.74962852114733	0.000177096716623103	0.0120845680226108
"ENSG00000143476"	2701.55066706518	-0.368425006047532	0.115697993188603	-3.18436816312751	0.00145070375541277	0.0393891391303743
"ENSG00000220749"	70.9833828683667	-0.644709841245278	0.201983442945855	-3.19189450304648	0.00141342946908024	0.0390103795038293
"ENSG00000162772"	231.967897337971	-0.839712380239343	0.129386261529432	-6.48996555208706	8.58560027134077e-11	8.61871615810165e-08
"ENSG00000136628"	9715.49498764045	-0.387709691092205	0.125353197842054	-3.09293817602262	0.00198185417840274	0.0457192892547381
"ENSG00000143751"	2693.00201188689	-0.291119707139688	0.084648810941626	-3.43914703468718	0.000583550196816526	0.0241212190178219
"ENSG00000181450"	477.224817923669	-0.566680639604875	0.177731466801872	-3.18840917594287	0.00143057943338051	0.0392682878061127
"ENSG00000135776"	3828.55860467959	-0.493914400346591	0.114016783525518	-4.3319446933534	1.47798072802544e-05	0.00230794901685217
"ENSG00000259823"	17.9358082158343	-1.30268724181002	0.383301286726834	-3.39859866616727	0.000677320271284253	0.0266842882258552
"ENSG00000172059"	368.7987671426	-0.412419253350105	0.120211376507707	-3.43078388528113	0.000601839870496846	0.0246129472213483
"ENSG00000228474"	449.466506841323	1.61073632265358	0.413127348746123	3.89888572504895	9.66363649137466e-05	0.0090541831499853
"ENSG00000115241"	3577.53172325781	0.554648335714448	0.158780619865461	3.49317401698277	0.000477315354905655	0.021709352743832
"ENSG00000115310"	6389.54915773933	-0.246722987748375	0.0777953863670962	-3.17143469902127	0.00151687967601985	0.0403754298613315
"ENSG00000115902"	1144.98697838138	-0.609376303843192	0.0826134598489029	-7.3762351190438	1.6282835761107e-13	2.54265526429553e-10
"ENSG00000115998"	139.265429568308	-0.523247007220947	0.147012479080549	-3.55920130381758	0.000371984334671912	0.0192308302319887
"ENSG00000065911"	3867.84780079724	-0.452002614121214	0.0919926205000123	-4.9134660113433	8.94802507692267e-07	0.000251511088862142
"ENSG00000204843"	1226.06771687218	0.490586820032738	0.159872779399846	3.06860756330362	0.00215058892836176	0.0478233810113863
"ENSG00000034510"	840.996997789734	1.24261097517752	0.277521428736876	4.47753163001932	7.55110425219859e-06	0.00139635814684736
"ENSG00000118640"	534.475359087359	0.801982006135144	0.206936140664025	3.87550479854177	0.000106403882808146	0.00958589851913903
"ENSG00000144029"	1506.29723529371	0.434849581181633	0.13726297072125	3.16800356932908	0.00153489636029369	0.0405478072322696
"ENSG00000135940"	2080.06429277995	0.626064060673862	0.185416729108971	3.3765241339465	0.000734079316987039	0.0274424513185283
"ENSG00000155368"	391.326674458881	0.944620333326732	0.191841579975868	4.92396035023042	8.48100277718761e-07	0.000243249006184887
"ENSG00000136720"	101.27295468038	0.749394926160259	0.234527673057186	3.19533689304772	0.00139667703019122	0.0387157770854189
"ENSG00000173272"	832.838408712257	0.727884091451309	0.228685269797836	3.18290763587344	0.00145804117410671	0.0394278533582929
"ENSG00000169432"	596.13124953943	-0.484738121701418	0.145799204586643	-3.32469661323396	0.000885147975649972	0.0309449493775739
"ENSG00000218175"	1897.84851736138	-1.55863195163969	0.210391552610804	-7.40824397319291	1.27982699936781e-13	2.2483360811394e-10
"ENSG00000079156"	607.747566211695	-0.40866282308801	0.125434782213302	-3.25797052362301	0.00112212061327319	0.0352477844863607
"ENSG00000223960"	227.938287037027	-0.467929726532345	0.151614875438413	-3.0863048574836	0.00202660922664212	0.0461620195643895
"ENSG00000260742"	96.457941968242	-0.59911019418587	0.196608522344934	-3.04722393027693	0.00230965576692638	0.0497088853727157
"ENSG00000003400"	415.009600038836	-0.387052724041127	0.11881645641098	-3.25756831782906	0.0011237120572979	0.0352477844863607
"ENSG00000115993"	476.901979551566	-0.418136009818388	0.132479185084485	-3.15623929564281	0.00159817685412133	0.0410944702437933
"ENSG00000115053"	16495.6320162658	0.249181568642327	0.0770981865141712	3.23200298098484	0.00122925773721157	0.0365100917506809
"ENSG00000115677"	4994.31675827243	0.309797637644018	0.0993085165745822	3.11954753056205	0.00181129035472385	0.0438894390436017
"ENSG00000176946"	851.789532969472	0.458100568256147	0.131045916000352	3.49572563753086	0.000472774542970108	0.0216283133604441
"ENSG00000156983"	995.593499110671	0.478067569409816	0.154984201762725	3.08462129670301	0.00203811483724804	0.0462560653623006
"ENSG00000254999"	2157.15214727189	0.426193385421827	0.125378957293327	3.39924174376994	0.000675729617757786	0.0266842882258552
"ENSG00000144713"	10439.2676068674	0.538017905759409	0.145554142263218	3.69634211293323	0.000218728181052162	0.013541876019855
"ENSG00000154767"	630.186458695918	0.406006551131164	0.131427857199563	3.08919706812747	0.00200698264143961	0.0458636325899061
"ENSG00000131370"	82.8894391308855	1.23312641639733	0.245292769662152	5.02716169781827	4.97792595860572e-07	0.000163711542532382
"ENSG00000093167"	1056.80855360139	0.288742298824086	0.0931754013614549	3.09891124272134	0.0019423319892298	0.0453447404927502
"ENSG00000114739"	1151.49945095738	-0.375790410328572	0.102618416031634	-3.66201725636388	0.00025023699891302	0.01477659992741
"ENSG00000188846"	16810.4641315501	0.505751203330437	0.145914068797991	3.46608937367526	0.00052808770625648	0.0226964667392311
"ENSG00000225873"	34.6481283666619	1.26564446152412	0.398087206577208	3.17931458387286	0.00147623781236513	0.039669304426347
"ENSG00000160799"	603.215973729407	0.683768716287173	0.201492130527082	3.39352566523818	0.000689990925730557	0.0266842882258552
"ENSG00000114268"	461.898861932436	0.383481353287477	0.123571739318601	3.10330950589568	0.00191369389421998	0.045050341690733
"ENSG00000004534"	1188.91716754523	0.484322025528607	0.153424807622945	3.15673868543392	0.00159544252994861	0.0410944702437933
"ENSG00000145050"	260.708163430983	0.725179916693278	0.164529481099109	4.40759863733143	1.0452300458261e-05	0.00181353864988149
"ENSG00000213300"	64.2941788100706	1.2740274917488	0.238985548984848	5.33098129640287	9.76834803137681e-08	4.1601322191809e-05
"ENSG00000212319"	29.7790898749978	-1.11439638133996	0.330715824235648	-3.36964940796395	0.000752638764623239	0.0278357505210921
"ENSG00000182504"	464.651434563586	-0.522568453889564	0.143484273934964	-3.64199113643928	0.000270537390225099	0.0154647394717453
"ENSG00000196776"	973.905068616316	-0.38763426677701	0.12155700769769	-3.18890925433972	0.00142810700744797	0.0392682878061127
"ENSG00000160145"	95.9393317913877	0.6173668499219	0.184492112692396	3.34630484150418	0.000818963062814485	0.0296641930020484
"ENSG00000241627"	46.0622047860184	0.825435907898817	0.253437145799603	3.25696497762606	0.00112610326130468	0.0352477844863607
"ENSG00000240489"	143.837929182044	-0.65963149599902	0.212811820441055	-3.09959989361458	0.00193782219857043	0.0453147307466036
"ENSG00000068885"	266.531388877041	-0.581473604387868	0.168907562062763	-3.44255518987244	0.000576246269971619	0.0239602517105951
"ENSG00000213178"	68.6130283942915	1.27054447664285	0.2150167945731	5.9090476126082	3.44091247975082e-09	2.4179291995209e-06
"ENSG00000240429"	159.651047216342	0.798253463656504	0.241854818038344	3.30054811448886	0.000964961661630346	0.032289455220364
"ENSG00000114796"	384.611783862165	-0.60286934819755	0.133125101908359	-4.52859257612102	5.9377865202685e-06	0.00114314591446375
"ENSG00000161204"	1004.46131277298	0.365921918398459	0.111586420890974	3.27926924689148	0.00104076286231901	0.0335830228152119
"ENSG00000114867"	11814.846688361	0.44898769709524	0.12725972336798	3.52812095777515	0.000418520864829764	0.0203185901200376
"ENSG00000229638"	194.94669418608	0.787576181013589	0.164122387193556	4.79871268314401	1.59688677040632e-06	0.000393730643355972
"ENSG00000090520"	1251.94341705183	0.394355140948932	0.0992010599194161	3.97531176853633	7.02871176323002e-05	0.00716636348768141
"ENSG00000263826"	47.8780667808764	0.826298539682561	0.243429166630165	3.39441058407735	0.000687764950537473	0.0266842882258552
"ENSG00000273308"	16.1845645736475	1.32680691770916	0.4187184270504	3.16873304825789	0.00153104948786949	0.0405478072322696
"ENSG00000087269"	1773.95405894899	0.492188521033163	0.146040428907834	3.37022100464921	0.000751079193616171	0.0278357505210921
"ENSG00000178988"	1263.04585785939	0.313508911374665	0.0996392909974584	3.14643860104005	0.0016527195795267	0.0418510287759787
"ENSG00000109618"	518.896751843567	-0.621300324479451	0.131539481064067	-4.72329919088585	2.32049077198528e-06	0.000524029788325276
"ENSG00000091490"	1035.63603508353	-0.393345845607179	0.0961580261284413	-4.09061896800767	4.30223453664206e-05	0.00508097514100567
"ENSG00000109680"	52.6164974066617	-0.770137444277144	0.231395574184142	-3.32822893001522	0.000874000134712076	0.0306314161926272
"ENSG00000163285"	68.321737232666	-1.05917814158888	0.303753455889851	-3.48696655478702	0.000488532447338224	0.022076639919265
"ENSG00000248375"	50.2670296844196	-0.818909857162959	0.232194432833764	-3.52682812920517	0.000420569674352023	0.0203185901200376
"ENSG00000243199"	159.951871135553	1.08738252211639	0.317373657805804	3.42619021891774	0.000612111545692822	0.0249351178642519
"ENSG00000249565"	133.284684467401	0.846162254017054	0.236341324087357	3.58025519779305	0.000343258800045783	0.0184833684898216
"ENSG00000138668"	8811.17548769444	0.483345436554776	0.12958856561717	3.72984633522892	0.000191596583488048	0.0123695745969736
"ENSG00000152795"	6969.91115074469	0.275096938631737	0.0786098457944264	3.49952268512454	0.00046609194317084	0.0214884080013178
"ENSG00000164066"	298.357168475819	-0.609795898356085	0.153175694615823	-3.98102257597395	6.86194309116242e-05	0.00709101089729387
"ENSG00000250033"	34.7759261929037	-1.11021981388454	0.310395268439264	-3.57679361372667	0.000347834582289351	0.0184991796775763
"ENSG00000151012"	1205.8867750298	-1.22349361997943	0.139599515461285	-8.76431136552719	1.879217897147e-18	5.28210566530078e-15
"ENSG00000179967"	129.709414179933	2.47481491366232	0.772124344024491	3.20520254647459	0.00134967467833737	0.0379366558587069
"ENSG00000241923"	17.4403107703964	1.36902893792542	0.376095212641351	3.64011264145216	0.000272518797261965	0.0155059885697152
"ENSG00000205208"	720.230608913172	-0.426731304423937	0.134004378852479	-3.18445791158594	0.00145025398755226	0.0393891391303743
"ENSG00000171497"	1025.31930016027	0.339605061992034	0.101103230576212	3.35899318010456	0.000782269979430446	0.0285874591703487
"ENSG00000164118"	1178.01527188743	-0.533243206538529	0.160644838993574	-3.31939208180763	0.000902136665345043	0.0313827442939585
"ENSG00000145494"	1400.94522616688	0.582400030258778	0.17599144985851	3.30925184562661	0.000935456503304683	0.0318275544712016
"ENSG00000145592"	8756.04403949634	0.882934187691835	0.173393676428949	5.0920783610793	3.54159664046239e-07	0.000124433997962646
"ENSG00000151876"	380.537098050524	-0.555312025200661	0.143943000535425	-3.85786056380002	0.000114383867515826	0.00987389631779254
"ENSG00000151881"	450.742487577104	-0.513075084178194	0.153998915839208	-3.33167984581075	0.000863235023482242	0.0305450730402944
"ENSG00000248092"	517.053985354744	-0.423339934301192	0.120520239770893	-3.51260448125521	0.000443737498303282	0.0210187974492925
"ENSG00000112996"	2387.75662898018	-0.363670847123293	0.117467945108953	-3.09591562860815	0.00196206181325063	0.0456065923911775
"ENSG00000226221"	39.6281673932571	0.867868086620432	0.259876824138679	3.33953629569256	0.000839183840020289	0.030086453284809
"ENSG00000164182"	402.360448755845	0.425021054797666	0.127548821693869	3.33222251019899	0.000861553415438846	0.0305450730402944
"ENSG00000164346"	1337.58676779411	0.425817428943313	0.113330556930817	3.75730465353008	0.000171753348583653	0.011890746605885
"ENSG00000185641"	247.338461773722	0.757292884540083	0.165393436172837	4.57873602522358	4.67794109417336e-06	0.000939196916250177
"ENSG00000164244"	1693.91275568818	-0.346688099421126	0.111047778712487	-3.1219723927908	0.0017964378367991	0.0437558706384308
"ENSG00000113141"	1536.85256409145	0.611295347964499	0.143289185223624	4.26616528672756	1.98861474788303e-05	0.00294189385965769
"ENSG00000170445"	1404.14732941492	0.406663659208222	0.120940687913961	3.36250492884188	0.000772387472259435	0.028416579934906
"ENSG00000164284"	1238.78763319601	-0.549888553560377	0.1133781637897	-4.85003933015124	1.23436996269292e-06	0.000327317650107288
"ENSG00000037241"	392.859783971336	0.554328036152642	0.139994276262554	3.95964785812401	7.50603606492224e-05	0.00748154828768916
"ENSG00000113739"	283.287511955423	-0.840370454734008	0.167205651522268	-5.02596920070066	5.0089628069535e-07	0.000163711542532382
"ENSG00000146066"	467.912946255787	0.733632898222875	0.23900455660703	3.06953519480012	0.00214392143524985	0.0478233810113863
"ENSG00000169223"	1674.21251074528	0.509580852507559	0.159267932603367	3.19951947751212	0.00137656885420374	0.038385513247975
"ENSG00000197451"	4934.41901951488	0.802430539224699	0.194683892239792	4.12170996785059	3.76070485342933e-05	0.00455628844914619
"ENSG00000204628"	15862.1939487779	0.433614713428293	0.119727468869826	3.62168111897314	0.000292694774956853	0.0163235411398556
"ENSG00000248103"	66.2058744026667	1.29031513320076	0.238642743266535	5.40689029776879	6.41283937715952e-08	3.33800165209629e-05
"ENSG00000239264"	98.033223801078	1.1638632702567	0.377683018438719	3.08158750443144	0.00205899948282322	0.0463736838647395
"ENSG00000111843"	3521.85479898344	-0.278948620938493	0.0695328124122629	-4.01175518810594	6.02689817672304e-05	0.00636857345681696
"ENSG00000214027"	26.2873078087415	-1.60018096972849	0.375306764810924	-4.26366140917988	2.01104108919111e-05	0.00294408036119707
"ENSG00000218073"	22.7177397489331	1.29269882896372	0.332805906092572	3.88424245272904	0.000102649436913038	0.00942898814624726
"ENSG00000214975"	36.3947833387893	-0.812359752880238	0.260195450901709	-3.1221135883237	0.00179557645882359	0.0437558706384308
"ENSG00000187837"	12503.1889927759	-0.279903999003938	0.0897940541244264	-3.11717743154885	0.00182591642276141	0.0440918031022144
"ENSG00000197903"	5828.51440189146	0.720311799858117	0.183565322903552	3.92400802321786	8.70878329738876e-05	0.00838309866174668
"ENSG00000124613"	224.178212802208	-0.553911112380514	0.14933866482301	-3.70909377713392	0.000208002384461951	0.0131088139516962
"ENSG00000204590"	1470.27681568689	0.558509670214066	0.176225575174509	3.16928839449664	0.00152812685154364	0.0405478072322696
"ENSG00000204389"	1875.83562814787	0.513830784574234	0.158101004600063	3.25001593679961	0.00115398541339177	0.0354882078770414
"ENSG00000204388"	1362.31966190662	0.571315213782197	0.130699193703792	4.37122217507315	1.23552990998438e-05	0.00201908573894424
"ENSG00000241404"	50.1037342654712	1.59068384359398	0.330376348694471	4.81476307211396	1.47374638685734e-06	0.000369857709301663
"ENSG00000204220"	650.580566663034	1.61360347787433	0.458546654009268	3.51895159143766	0.00043325575495044	0.0207108040138554
"ENSG00000096433"	1851.03687356476	0.310997201227358	0.0983348231031336	3.16263548774765	0.00156347962778694	0.0408422726559809
"ENSG00000124614"	133.205336255855	0.915212227078643	0.259613500990796	3.52528748923227	0.000423023433309184	0.0203185901200376
"ENSG00000124562"	2818.51497160725	0.512250668033676	0.142021775809782	3.60684595804353	0.000309941532877541	0.0169490984554901
"ENSG00000065060"	2346.30184628763	-0.422616937078414	0.0807026306205079	-5.23671823122728	1.63456943430275e-07	6.38117745269192e-05
"ENSG00000198937"	102.839082494314	0.668125927328937	0.211508925473875	3.15885452981256	0.00158390529232349	0.0410944702437933
"ENSG00000181524"	86.0323203309234	1.11322570163995	0.268176435071058	4.15109441418662	3.3088922244846e-05	0.00404375402807883
"ENSG00000124733"	552.148198657527	1.29859876929543	0.276927430352305	4.68931072535274	2.7412686030191e-06	0.000592704445335853
"ENSG00000235174"	259.312600492319	0.840796581617055	0.173773359802687	4.8384665093185	1.30844737936519e-06	0.000340535545733304
"ENSG00000118689"	711.155225475576	-0.420911332150439	0.0989142943577763	-4.25531350027114	2.08756308898668e-05	0.00296349612652715
"ENSG00000074935"	428.769879436291	-0.685376397832989	0.164533717361727	-4.1655680599873	3.10578248192367e-05	0.00388837677890258
"ENSG00000230202"	64.4021918050902	0.904089993622262	0.259410662260369	3.4851689816621	0.000491826335492527	0.0221542542276025
"ENSG00000279453"	55.1428931004605	-0.866758766644307	0.223990731358702	-3.8696188962224	0.000109005612666093	0.00975773809177882
"ENSG00000111912"	580.240893579489	-0.65883205990591	0.124570003300319	-5.28884998355154	1.23087788331604e-07	5.08786993297753e-05
"ENSG00000001036"	1563.90614653734	0.329199161841911	0.0947646477634902	3.4738604491362	0.000513027779920136	0.022461347099681
"ENSG00000111981"	62.0838826641639	-0.837611203275701	0.214021463443459	-3.9136785152251	9.09006417281883e-05	0.00869059604658475
"ENSG00000120254"	2497.637908686	-0.369898043295108	0.0754785536525278	-4.90070391382916	9.5493883187661e-07	0.00026315118319988
"ENSG00000092820"	3311.06844783391	0.33472505693894	0.103320610615944	3.23967362313755	0.00119666587210845	0.0360900046493822
"ENSG00000184465"	1213.36646509886	-0.361434783327349	0.116418724455878	-3.10461040538483	0.0019052980506355	0.0450206568286501
"ENSG00000106268"	203.534345065629	0.856750461141198	0.212617141667914	4.02954556918724	5.58847820733592e-05	0.00604470802676164
"ENSG00000156928"	546.275188467042	0.334082058839227	0.0983427807674917	3.39711828597856	0.000680995233005493	0.0266842882258552
"ENSG00000106105"	6263.33831237174	-0.451147970147428	0.105994565698987	-4.25633113520782	2.07808858598393e-05	0.00296349612652715
"ENSG00000164610"	242.608142895758	0.498459435194196	0.146523290996482	3.40191263657983	0.000669160252238732	0.0266842882258552
"ENSG00000233225"	28.448871461747	1.15509248644642	0.368526466061466	3.1343542264174	0.00172232805229786	0.0429177277428974
"ENSG00000146677"	52.8164130569247	1.3771165867385	0.390138550135367	3.52981418078443	0.000415851626769898	0.0203185901200376
"ENSG00000106070"	3119.89272235708	-0.408756784225121	0.0760896474852846	-5.37204202850555	7.78499572792783e-08	3.77276999863096e-05
"ENSG00000132432"	1687.89329779924	-0.595361847729401	0.157615258601444	-3.77731098506695	0.000158530733523676	0.0114720206021801
"ENSG00000232727"	23.3536059705541	1.58779192490691	0.391704823429638	4.05354192732356	5.04479533563116e-05	0.00578607234899883
"ENSG00000277072"	388.103598799919	0.391472113334504	0.11101828561237	3.52619490721882	0.00042157658627423	0.0203185901200376
"ENSG00000174428"	36.621278035096	1.40098450957145	0.326059786645865	4.29671050203153	1.73351348872676e-05	0.0026772306121501
"ENSG00000127957"	149.691893865233	0.653052821291405	0.155958944380237	4.18733804519235	2.82245286986619e-05	0.0038037575091993
"ENSG00000127980"	707.127770378176	-0.440617992444948	0.137284162857518	-3.20953257297602	0.0013295098177957	0.0378237469216615
"ENSG00000105829"	583.904714869753	-0.39641956846278	0.127974348315146	-3.09764865914042	0.00195062534971413	0.0454628336067701
"ENSG00000070669"	4972.20837217762	-1.17499201165542	0.118940570550975	-9.8788160020793	5.14370474534759e-23	3.61448132455575e-19
"ENSG00000106244"	2112.72652096163	0.914307741456699	0.235566262901906	3.88131870070645	0.000103891587432231	0.0094811192842375
"ENSG00000241468"	1580.48359663521	1.30998297548111	0.19983925799502	6.55518334397419	5.55735551426402e-11	6.00792879980511e-08
